2022-05-11 16:49:47.392 INFO RPCRunner: max_workers = 1
https://storage.cloud.google.com/octoml-aquarium-models/onnx_model_zoo/vision_body_analysis_arcfaceresnet100.onnx
file existed. Skipping downloading.
/home/ubuntu/cache-workloads/arcfaceresnet100.onnx
Workload: arcfaceresnet100
  input_name: data
  input_shape: [1, 3, 112, 112]
  input_dtype: float32
2022-05-11 16:53:34.549 INFO Logging directory: /home/ubuntu/tvm/logs/perf/llvm/arcfaceresnet100//ms_arcfaceresnet100_2022-05-11_16:49:26/logs
2022-05-11 16:53:34.549 INFO Working directory: /home/ubuntu/tvm/logs/perf/llvm/arcfaceresnet100//ms_arcfaceresnet100_2022-05-11_16:49:26/
2022-05-11 16:53:34.549 INFO Creating JSONDatabase. Workload at: /home/ubuntu/tvm/logs/perf/llvm/arcfaceresnet100//ms_arcfaceresnet100_2022-05-11_16:49:26/database_workload.json. Tuning records at: /home/ubuntu/tvm/logs/perf/llvm/arcfaceresnet100//ms_arcfaceresnet100_2022-05-11_16:49:26/database_tuning_record.json
2022-05-11 16:53:34.549 INFO LocalBuilder: max_workers = 48
2022-05-11 16:53:44.965 INFO 
 ID |                                                               Name |      FLOP | Weight | Speed (GFLOPS) | Latency (us) | Weighted Latency (us) | Trials | Terminated 
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  0 |                                  fused_nn_contrib_conv2d_NCHWc_add |  12870144 |      1 |            N/A |          N/A |                   N/A |      0 |            
  1 |                                fused_nn_contrib_conv2d_NCHWc_add_1 |  12895232 |      1 |            N/A |          N/A |                   N/A |      0 |            
  2 |                                fused_nn_contrib_conv2d_NCHWc_add_2 |  12945408 |      1 |            N/A |          N/A |                   N/A |      0 |            
  3 |                                             fused_layout_transform |         1 |      1 |            N/A |          N/A |                   N/A |      0 |            
  4 |                                fused_nn_contrib_conv2d_NCHWc_add_3 |  25890816 |      1 |            N/A |          N/A |                   N/A |      0 |            
  5 |                      fused_copy_subtract_multiply_layout_transform |     75264 |      1 |            N/A |          N/A |                   N/A |      0 |            
  6 |                                fused_nn_contrib_conv2d_NCHWc_add_4 |  44154880 |      1 |            N/A |          N/A |                   N/A |      0 |            
  7 |                    fused_layout_transform_reshape_nn_prelu_reshape |    802816 |      1 |            N/A |          N/A |                   N/A |      0 |            
  8 |                                         fused_add_layout_transform |    802816 |      1 |            N/A |          N/A |                   N/A |      0 |            
  9 |                                fused_nn_contrib_conv2d_NCHWc_add_5 | 925646848 |      1 |            N/A |          N/A |                   N/A |      0 |            
 10 |   fused_layout_transform_reshape_nn_prelu_reshape_layout_transform |    802816 |      1 |            N/A |          N/A |                   N/A |      0 |            
 11 |                              fused_nn_contrib_conv2d_NCHWc_add_add | 231612416 |      1 |            N/A |          N/A |                   N/A |      0 |            
 12 |                                fused_nn_contrib_conv2d_NCHWc_add_6 | 231411712 |      2 |            N/A |          N/A |                   N/A |      0 |            
 13 | fused_layout_transform_reshape_nn_prelu_reshape_layout_transform_1 |    200704 |      2 |            N/A |          N/A |                   N/A |      0 |            
 14 |                            fused_nn_contrib_conv2d_NCHWc_add_add_1 | 231612416 |      2 |            N/A |          N/A |                   N/A |      0 |            
 15 |                                                          fused_add |    200704 |      3 |            N/A |          N/A |                   N/A |      0 |            
 16 |                                fused_nn_contrib_conv2d_NCHWc_add_7 | 462823424 |      1 |            N/A |          N/A |                   N/A |      0 |            
 17 | fused_layout_transform_reshape_nn_prelu_reshape_layout_transform_2 |    401408 |      1 |            N/A |          N/A |                   N/A |      0 |            
 18 |                            fused_nn_contrib_conv2d_NCHWc_add_add_2 | 231411712 |      1 |            N/A |          N/A |                   N/A |      0 |            
 19 |                                fused_nn_contrib_conv2d_NCHWc_add_8 | 231311360 |     12 |            N/A |          N/A |                   N/A |      0 |            
 20 | fused_layout_transform_reshape_nn_prelu_reshape_layout_transform_3 |    100352 |     12 |            N/A |          N/A |                   N/A |      0 |            
 21 |                            fused_nn_contrib_conv2d_NCHWc_add_add_3 | 231411712 |     12 |            N/A |          N/A |                   N/A |      0 |            
 22 |                                                        fused_add_1 |    100352 |     13 |            N/A |          N/A |                   N/A |      0 |            
 23 |                                fused_nn_contrib_conv2d_NCHWc_add_9 | 462622720 |      1 |            N/A |          N/A |                   N/A |      0 |            
 24 | fused_layout_transform_reshape_nn_prelu_reshape_layout_transform_4 |    200704 |      1 |            N/A |          N/A |                   N/A |      0 |            
 25 |                            fused_nn_contrib_conv2d_NCHWc_add_add_4 | 231311360 |      1 |            N/A |          N/A |                   N/A |      0 |            
 26 |                               fused_nn_contrib_conv2d_NCHWc_add_10 | 231261184 |     29 |            N/A |          N/A |                   N/A |      0 |            
 27 | fused_layout_transform_reshape_nn_prelu_reshape_layout_transform_5 |     50176 |     29 |            N/A |          N/A |                   N/A |      0 |            
 28 |                            fused_nn_contrib_conv2d_NCHWc_add_add_5 | 231311360 |     29 |            N/A |          N/A |                   N/A |      0 |            
 29 |                                                        fused_add_2 |     50176 |     30 |            N/A |          N/A |                   N/A |      0 |            
 30 |                               fused_nn_contrib_conv2d_NCHWc_add_11 | 462522368 |      1 |            N/A |          N/A |                   N/A |      0 |            
 31 | fused_layout_transform_reshape_nn_prelu_reshape_layout_transform_6 |    100352 |      1 |            N/A |          N/A |                   N/A |      0 |            
 32 |                            fused_nn_contrib_conv2d_NCHWc_add_add_6 | 231261184 |      1 |            N/A |          N/A |                   N/A |      0 |            
 33 |                            fused_nn_contrib_conv2d_NCHWc_add_add_7 | 231261184 |      1 |            N/A |          N/A |                   N/A |      0 |            
 34 |                                                        fused_add_3 |     25088 |      2 |            N/A |          N/A |                   N/A |      0 |            
 35 |                               fused_nn_contrib_conv2d_NCHWc_add_12 | 231236096 |      2 |            N/A |          N/A |                   N/A |      0 |            
 36 | fused_layout_transform_reshape_nn_prelu_reshape_layout_transform_7 |     25088 |      2 |            N/A |          N/A |                   N/A |      0 |            
 37 |                 fused_nn_contrib_conv2d_NCHWc_add_add_multiply_add | 231311360 |      1 |            N/A |          N/A |                   N/A |      0 |            
 38 |                            fused_layout_transform_nn_batch_flatten |         1 |      1 |            N/A |          N/A |                   N/A |      0 |            
 39 |                                                 fused_nn_dense_add |  25690624 |      1 |            N/A |          N/A |                   N/A |      0 |            
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Total trials: 0
Total latency (us): 0

2022-05-11 16:53:44.966 INFO Scheduler picks Task #0: "fused_nn_contrib_conv2d_NCHWc_add"
2022-05-11 16:53:53.952 INFO Sending 64 sample(s) to builder
2022-05-11 16:54:02.744 INFO Sending 64 sample(s) to runner
2022-05-11 16:54:02.855 INFO Scheduler picks Task #1: "fused_nn_contrib_conv2d_NCHWc_add_1"
2022-05-11 16:54:13.170 INFO Sending 64 sample(s) to builder
2022-05-11 16:54:22.186 INFO Sending 64 sample(s) to runner
2022-05-11 16:54:22.232 INFO Scheduler picks Task #2: "fused_nn_contrib_conv2d_NCHWc_add_2"
2022-05-11 16:54:29.624 INFO Sending 64 sample(s) to builder
2022-05-11 16:54:48.300 INFO Sending 64 sample(s) to runner
2022-05-11 16:54:48.343 INFO Scheduler picks Task #3: "fused_layout_transform"
2022-05-11 16:54:49.965 INFO Sending 8 sample(s) to builder
2022-05-11 16:54:51.465 INFO Sending 8 sample(s) to runner
2022-05-11 16:54:51.469 INFO Scheduler picks Task #4: "fused_nn_contrib_conv2d_NCHWc_add_3"
2022-05-11 16:54:58.574 INFO Sending 64 sample(s) to builder
2022-05-11 16:55:27.329 INFO Sending 64 sample(s) to runner
2022-05-11 16:55:27.393 INFO Scheduler picks Task #5: "fused_copy_subtract_multiply_layout_transform"
2022-05-11 16:55:29.815 INFO Sending 8 sample(s) to builder
2022-05-11 16:55:31.330 INFO Sending 8 sample(s) to runner
2022-05-11 16:55:31.335 INFO Scheduler picks Task #6: "fused_nn_contrib_conv2d_NCHWc_add_4"
2022-05-11 16:55:41.644 INFO Sending 64 sample(s) to builder
2022-05-11 16:55:56.502 INFO Sending 64 sample(s) to runner
2022-05-11 16:55:56.568 INFO Scheduler picks Task #7: "fused_layout_transform_reshape_nn_prelu_reshape"
2022-05-11 16:56:05.806 INFO Sending 64 sample(s) to builder
2022-05-11 16:56:13.481 INFO Sending 64 sample(s) to runner
2022-05-11 16:56:13.519 INFO Scheduler picks Task #8: "fused_add_layout_transform"
2022-05-11 16:56:15.575 INFO Sending 8 sample(s) to builder
2022-05-11 16:56:16.576 INFO Sending 8 sample(s) to runner
2022-05-11 16:56:16.580 INFO Scheduler picks Task #9: "fused_nn_contrib_conv2d_NCHWc_add_5"
2022-05-11 16:56:29.331 INFO Sending 64 sample(s) to builder
2022-05-11 16:57:00.725 INFO Sending 64 sample(s) to runner
2022-05-11 16:57:01.755 INFO Scheduler picks Task #10: "fused_layout_transform_reshape_nn_prelu_reshape_layout_transform"
2022-05-11 16:57:07.854 INFO Sending 64 sample(s) to builder
2022-05-11 16:57:11.158 INFO Sending 64 sample(s) to runner
2022-05-11 16:57:11.187 INFO Scheduler picks Task #11: "fused_nn_contrib_conv2d_NCHWc_add_add"
2022-05-11 16:57:26.584 INFO Sending 64 sample(s) to builder
2022-05-11 16:58:00.719 INFO Sending 64 sample(s) to runner
2022-05-11 16:58:00.837 INFO Scheduler picks Task #12: "fused_nn_contrib_conv2d_NCHWc_add_6"
2022-05-11 16:58:22.955 INFO Sending 64 sample(s) to builder
2022-05-11 16:58:48.390 INFO Sending 64 sample(s) to runner
2022-05-11 16:58:49.799 INFO Scheduler picks Task #13: "fused_layout_transform_reshape_nn_prelu_reshape_layout_transform_1"
2022-05-11 16:58:59.148 INFO Sending 64 sample(s) to builder
2022-05-11 16:59:06.885 INFO Sending 64 sample(s) to runner
2022-05-11 16:59:06.932 INFO Scheduler picks Task #14: "fused_nn_contrib_conv2d_NCHWc_add_add_1"
2022-05-11 16:59:26.103 INFO Sending 64 sample(s) to builder
2022-05-11 16:59:59.735 INFO Sending 64 sample(s) to runner
2022-05-11 16:59:59.858 INFO Scheduler picks Task #15: "fused_add"
2022-05-11 17:00:01.997 INFO Sending 12 sample(s) to builder
2022-05-11 17:00:04.296 INFO Sending 12 sample(s) to runner
2022-05-11 17:00:04.302 INFO Scheduler picks Task #16: "fused_nn_contrib_conv2d_NCHWc_add_7"
2022-05-11 17:00:20.871 INFO Sending 64 sample(s) to builder
2022-05-11 17:00:52.825 INFO Sending 64 sample(s) to runner
2022-05-11 17:00:54.970 INFO Scheduler picks Task #17: "fused_layout_transform_reshape_nn_prelu_reshape_layout_transform_2"
2022-05-11 17:01:08.408 INFO Sending 64 sample(s) to builder
2022-05-11 17:01:13.599 INFO Sending 64 sample(s) to runner
2022-05-11 17:01:13.679 INFO Scheduler picks Task #18: "fused_nn_contrib_conv2d_NCHWc_add_add_2"
2022-05-11 17:01:37.108 INFO Sending 64 sample(s) to builder
2022-05-11 17:02:13.034 INFO Sending 64 sample(s) to runner
2022-05-11 17:02:13.182 INFO Scheduler picks Task #19: "fused_nn_contrib_conv2d_NCHWc_add_8"
2022-05-11 17:02:34.493 INFO Sending 64 sample(s) to builder
2022-05-11 17:03:08.352 INFO Sending 64 sample(s) to runner
2022-05-11 17:03:12.244 INFO Scheduler picks Task #20: "fused_layout_transform_reshape_nn_prelu_reshape_layout_transform_3"
2022-05-11 17:03:26.108 INFO Sending 64 sample(s) to builder
2022-05-11 17:03:58.119 INFO Sending 64 sample(s) to runner
2022-05-11 17:03:58.170 INFO Scheduler picks Task #21: "fused_nn_contrib_conv2d_NCHWc_add_add_3"
2022-05-11 17:04:14.527 INFO Sending 64 sample(s) to builder
2022-05-11 17:04:50.770 INFO Sending 64 sample(s) to runner
2022-05-11 17:04:50.822 INFO Scheduler picks Task #22: "fused_add_1"
2022-05-11 17:04:52.293 INFO Sending 12 sample(s) to builder
2022-05-11 17:04:53.316 INFO Sending 12 sample(s) to runner
2022-05-11 17:04:53.323 INFO Scheduler picks Task #23: "fused_nn_contrib_conv2d_NCHWc_add_9"
2022-05-11 17:05:04.283 INFO Sending 64 sample(s) to builder
2022-05-11 17:05:17.429 INFO Sending 64 sample(s) to runner
2022-05-11 17:05:17.504 INFO Scheduler picks Task #24: "fused_layout_transform_reshape_nn_prelu_reshape_layout_transform_4"
2022-05-11 17:05:28.120 INFO Sending 64 sample(s) to builder
2022-05-11 17:06:01.813 INFO Sending 64 sample(s) to runner
2022-05-11 17:06:01.862 INFO Scheduler picks Task #25: "fused_nn_contrib_conv2d_NCHWc_add_add_4"
2022-05-11 17:06:22.457 INFO Sending 64 sample(s) to builder
2022-05-11 17:06:44.819 INFO Sending 64 sample(s) to runner
2022-05-11 17:06:44.913 INFO Scheduler picks Task #26: "fused_nn_contrib_conv2d_NCHWc_add_10"
2022-05-11 17:06:59.763 INFO Sending 64 sample(s) to builder
2022-05-11 17:07:26.492 INFO Sending 64 sample(s) to runner
